reclat,reclon,
42.97321, -78.83202,
42.94533, -78.81361,
40.74473, -73.98936,
40.78021, -73.96360,
42.97319, -78.83202,
42.94541, -78.81360,
40.74474, -73.98933,
40.78023, -73.96359,
42.97319, -78.83206,
42.94549, -78.81361,
40.74477, -73.98937,
40.78025, -73.96360,
42.97321, -78.83206,
42.94556, -78.81360,
40.74479, -73.98938,
40.78028, -73.96360,
42.97323, -78.83207,
42.94561, -78.81360,
40.74482, -73.98941,
40.78030, -73.96361,
42.97323, -78.83210,
42.94565, -78.81360,
40.74485, -73.98941,
40.78025, -73.96363,
42.97324, -78.83212,
42.94567, -78.81360,
40.74487, -73.98942,
40.78023, -73.96362,
42.97324, -78.83209,
42.94571, -78.81360,
40.74490, -73.98945,
40.78020, -73.96360,
42.97325, -78.83212,
42.94575, -78.81360,
40.74489, -73.98943,
40.78016, -73.96357,
42.97327, -78.83212,
42.94581, -78.81360,
40.74487, -73.98943,
40.78012, -73.96354,
42.97329, -78.83212,
42.94588, -78.81360,
40.74490, -73.98944,
40.78010, -73.96351,
42.97329, -78.83210,
42.94596, -78.81361,
40.74490, -73.98944,
40.78012, -73.96336,
42.97327, -78.83209,
42.94605, -78.81361,
40.74490, -73.98944,
40.78034, -73.96370,
42.97329, -78.83211,
42.94615, -78.81361,
40.74493, -73.98945,
40.78005, -73.96348,
42.97327, -78.83210,
42.94625, -78.81361,
40.74491, -73.98941,
40.78006, -73.96345,
42.97328, -78.83212,
42.94636, -78.81361,
40.74489, -73.98939,
40.78006, -73.96343,
42.97327, -78.83210,
42.94647, -78.81361,
40.74487, -73.98938,
40.78007, -73.96340,
42.97325, -78.83209,
42.94659, -78.81362,
40.74485, -73.98937,
40.78008, -73.96339,
42.97326, -78.83210,
42.94671, -78.81362,
40.74483, -73.98936,
40.78012, -73.96334,
42.97328, -78.83209,
42.94683, -78.81362,
40.74480, -73.98934,
40.78014, -73.96332,
42.97326, -78.83208,
42.94696, -78.81362,
40.74475, -73.98932,
40.78015, -73.96331,
42.97323, -78.83210,
42.94709, -78.81362,
40.74474, -73.98929,
40.78016, -73.96332,
42.97322, -78.83212,
42.94722, -78.81362,
40.74472, -73.98929,
40.78018, -73.96333,
42.97320, -78.83212,
42.94735, -78.81363,
40.74468, -73.98927,
40.78019, -73.96333,
42.97319, -78.83209,
42.94747, -78.81363,
40.74459, -73.98924,
40.78016, -73.96331,
42.97320, -78.83207,
42.94760, -78.81363,
40.74457, -73.98939,
40.78013, -73.96332,
42.97322, -78.83207,
42.94772, -78.81364,
40.74457, -73.98939,
40.78011, -73.96331,
42.97320, -78.83204,
42.94785, -78.81364,
40.74457, -73.98939,
40.78005, -73.96315,
42.97320, -78.83199,
